#,Date,Away,Home,Result,W. Pitcher,L. Pitcher,Boxscore,AwayGameNo,HomeGameNo,away_prob,home_prob
54.0,Aug 241:30 PM,S Maryland,Staten Island,,,,Staten Island,53,54,,0.008
55.0,Sep  26:45 PM,York,Lancaster,,,,Penn Medicine,52,54,0.825,0.005
55.0,Sep  26:45 PM,Charleston,Lexington,,,,Lexington,52,55,0.0036,0.0026
55.0,Sep  36:30 PM,Hagerstown,Staten Island,,,,Staten Island,55,55,0.0,0.008
55.0,Sep  26:30 PM,Long Island,Gastonia,,,,Gastonia,55,55,0.162,0.0
55.0,Aug 296:35 PM,Lexington,S Maryland,,,,Regency Furn.,56,55,0.0026,
55.0,Aug 296:35 PM,Gastonia,Charleston,,,,Charleston,55,55,0.0,0.0036
55.0,Aug 296:30 PM,High Point,Hagerstown,,,,Hagerstown,55,54,0.9938,0.0
55.0,Sep  26:35 PM,S Maryland,High Point,,,,High Point,54,56,,0.9938
55.0,Aug 226:30 PM,Charleston,York,,,,York,53,55,0.0036,0.825
55.0,Aug 296:35 PM,York,Long Island,,,,Long Island,53,55,0.825,0.162
56.0,Sep  44:00 PM,Hagerstown,Staten Island,,,,Staten Island,56,56,0.0,0.008
56.0,Sep  36:45 PM,Charleston,Lexington,,,,Lexington,54,56,0.0036,0.0026
56.0,Sep  36:45 PM,York,Lancaster,,,,Penn Medicine,54,55,0.825,0.005
56.0,Sep  36:35 PM,S Maryland,High Point,,,,High Point,55,57,,0.9938
56.0,Sep  312:30 PM,Long Island,Gastonia,,,,Gastonia,56,56,0.162,0.0
56.0,Aug 236:30 PM,Charleston,York,,,,York,55,56,0.0036,0.825
56.0,Aug 306:00 PM,High Point,Hagerstown,,,,Hagerstown,56,55,0.9938,0.0
56.0,Aug 306:35 PM,York,Long Island,,,,Long Island,55,56,0.825,0.162
56.0,Aug 306:35 PM,Lexington,S Maryland,,,,Regency Furn.,57,56,0.0026,
56.0,Aug 306:35 PM,Gastonia,Charleston,,,,Charleston,56,56,0.0,0.0036
57.0,Aug 313:04 PM,Gastonia,Charleston,,,,Charleston,57,57,0.0,0.0036
57.0,Aug 241:00 PM,Charleston,York,,,,York,56,57,0.0036,0.825
57.0,Sep  47:00 PM,Hagerstown,Staten Island,,,,Staten Island,57,57,0.0,0.008
57.0,Sep  46:45 PM,Charleston,Lexington,,,,Lexington,57,57,0.0036,0.0026
57.0,Sep  46:45 PM,York,Lancaster,,,,Penn Medicine,56,56,0.825,0.005
57.0,Sep  46:35 PM,S Maryland,High Point,,,,High Point,56,58,,0.9938
57.0,Sep  46:30 PM,Long Island,Gastonia,,,,Gastonia,57,57,0.162,0.0
57.0,Aug 312:00 PM,High Point,Hagerstown,,,,Hagerstown,57,56,0.9938,0.0
57.0,Aug 312:05 PM,Lexington,S Maryland,,,,Regency Furn.,58,57,0.0026,
57.0,Aug 315:05 PM,York,Long Island,,,,Long Island,57,57,0.825,0.162
58.0,Sep 126:45 PM,Lexington,Lancaster,,,,Penn Medicine,59,57,0.0026,0.005
58.0,Sep  96:35 PM,Lexington,Long Island,,,,Long Island,60,58,0.0026,0.162
58.0,Sep  96:35 PM,Gastonia,Charleston,,,,Charleston,58,58,0.0,0.0036
58.0,Sep  96:35 PM,High Point,S Maryland,,,,Regency Furn.,58,58,0.9938,
58.0,Sep  96:30 PM,Lancaster,Hagerstown,,,,Hagerstown,57,57,0.005,0.0
58.0,Sep  57:00 PM,Hagerstown,Staten Island,,,,Staten Island,58,58,0.0,0.008
58.0,Sep  56:30 PM,Lancaster,York,,,,York,58,58,0.005,0.825
58.0,Sep  56:35 PM,Long Island,High Point,,,,High Point,58,59,0.162,0.9938
58.0,Sep  57:00 PM,S Maryland,Gastonia,,,,Gastonia,57,58,,0.0
58.0,Sep  57:00 PM,Charleston,Lexington,,,,Lexington,58,58,0.0036,0.0026
59.0,Sep  66:30 PM,Hagerstown,Staten Island,,,,Staten Island,59,59,0.0,0.008
59.0,Sep  66:30 PM,Lancaster,York,,,,York,59,59,0.005,0.825
59.0,Sep 106:35 PM,Lexington,Long Island,,,,Long Island,61,59,0.0026,0.162
59.0,Sep 106:35 PM,High Point,S Maryland,,,,Regency Furn.,59,59,0.9938,
59.0,Sep 106:35 PM,Gastonia,Charleston,,,,Charleston,59,59,0.0,0.0036
59.0,Sep 106:30 PM,Lancaster,Hagerstown,,,,Hagerstown,60,58,0.005,0.0
59.0,Sep 136:45 PM,Lexington,Lancaster,,,,Penn Medicine,62,58,0.0026,0.005
59.0,Sep  67:00 PM,Charleston,Lexington,,,,Lexington,59,59,0.0036,0.0026
59.0,Sep  67:00 PM,S Maryland,Gastonia,,,,Gastonia,58,59,,0.0
59.0,Sep  66:35 PM,Long Island,High Point,,,,High Point,59,60,0.162,0.9938
60.0,Sep  74:05 PM,Long Island,High Point,,,,High Point,60,61,0.162,0.9938
60.0,Sep  74:00 PM,S Maryland,Gastonia,,,,Gastonia,59,60,,0.0
60.0,Sep  72:00 PM,Charleston,Lexington,,,,Lexington,60,60,0.0036,0.0026
60.0,Sep 142:00 PM,Lexington,Lancaster,,,,Penn Medicine,63,59,0.0026,0.005
60.0,Sep  71:30 PM,Hagerstown,Staten Island,,,,Staten Island,60,60,0.0,0.008
60.0,Sep  71:00 PM,Lancaster,York,,,,York,61,60,0.005,0.825
60.0,Sep 116:30 PM,Lancaster,Hagerstown,,,,Hagerstown,62,59,0.005,0.0
60.0,Sep 116:35 PM,Lexington,Long Island,,,,Long Island,64,60,0.0026,0.162
60.0,Sep 116:35 PM,Gastonia,Charleston,,,,Charleston,60,60,0.0,0.0036
60.0,Sep 116:35 PM,High Point,S Maryland,,,,Regency Furn.,60,60,0.9938,
61.0,Sep 166:30 PM,York,Staten Island,,,,Staten Island,58,61,0.825,0.008
61.0,Sep 166:35 PM,Charleston,High Point,,,,High Point,61,62,0.0036,0.9938
61.0,Sep 166:45 PM,S Maryland,Lexington,,,,Lexington,60,61,,0.0026
61.0,Sep 166:30 PM,Hagerstown,Gastonia,,,,Gastonia,61,61,0.0,0.0
61.0,Sep 166:45 PM,Long Island,Lancaster,,,,Penn Medicine,61,60,0.162,0.005
61.0,Sep 126:35 PM,Gastonia,Charleston,,,,Charleston,61,61,0.0,0.0036
61.0,Sep  96:30 PM,Staten Island,York,,,,York,58,61,0.008,0.825
61.0,Sep 126:30 PM,Staten Island,Hagerstown,,,,Hagerstown,59,60,0.008,0.0
61.0,Sep 126:35 PM,York,Long Island,,,,Long Island,59,61,0.825,0.162
61.0,Sep 126:35 PM,High Point,S Maryland,,,,Regency Furn.,61,61,0.9938,
62.0,Sep 136:35 PM,Gastonia,Charleston,,,,Charleston,62,62,0.0,0.0036
62.0,Sep 1711:00 AM,S Maryland,Lexington,,,,Lexington,61,62,,0.0026
62.0,Sep 106:30 PM,Staten Island,York,,,,York,60,62,0.008,0.825
62.0,Sep 136:00 PM,Staten Island,Hagerstown,,,,Hagerstown,61,61,0.008,0.0
62.0,Sep 176:35 PM,Charleston,High Point,,,,High Point,62,63,0.0036,0.9938
62.0,Sep 176:45 PM,Long Island,Lancaster,,,,Penn Medicine,62,61,0.162,0.005
62.0,Sep 136:35 PM,High Point,S Maryland,,,,Regency Furn.,62,62,0.9938,
62.0,Sep 136:35 PM,York,Long Island,,,,Long Island,60,62,0.825,0.162
62.0,Sep 1712:30 PM,Hagerstown,Gastonia,,,,Gastonia,62,62,0.0,0.0
62.0,Sep 176:30 PM,York,Staten Island,,,,Staten Island,61,62,0.825,0.008
63.0,Sep 1810:30 AM,York,Staten Island,,,,Staten Island,62,63,0.825,0.008
63.0,Sep 186:30 PM,Hagerstown,Gastonia,,,,Gastonia,63,63,0.0,0.0
63.0,Sep 186:35 PM,Charleston,High Point,,,,High Point,63,64,0.0036,0.9938
63.0,Sep 116:30 PM,Staten Island,York,,,,York,62,63,0.008,0.825
63.0,Sep 142:05 PM,High Point,S Maryland,,,,Regency Furn.,63,63,0.9938,
63.0,Sep 142:00 PM,Staten Island,Hagerstown,,,,Hagerstown,63,62,0.008,0.0
63.0,Sep 141:35 PM,York,Long Island,,,,Long Island,63,63,0.825,0.162
63.0,Sep 186:45 PM,S Maryland,Lexington,,,,Lexington,62,63,,0.0026
63.0,Sep 143:04 PM,Gastonia,Charleston,,,,Charleston,63,63,0.0,0.0036
63.0,Sep 186:45 PM,Long Island,Lancaster,,,,Penn Medicine,63,62,0.162,0.005
,Apr 257:10 PM,York,Gastonia,5-4,"Churchill, I","Hasler, K",final|,64,64,0.825,0.0
,May  41:02 PM,Long Island,York,2-4,"Denoyer, N","Plesac, Z",final|,64,64,0.162,0.825
,May  811:03 AM,S Maryland,Lancaster,5-4,"Scrubb, A","Diehl, P",final|,63,63,,0.005
,May  96:35 PM,York,Hagerstown,8-6,"Llovera, M","Kelly, R",final|,65,63,0.825,0.0
,May 1411:05 AM,Lancaster,Hagerstown,7-2,"Skirrow, N","Richardson, D",final|,63,64,0.005,0.0
,May 226:19 PM,Long Island,Staten Island,,,,Cancelled,65,64,0.162,0.008
,May 291:20 PM,Lancaster,Staten Island,2-1,"Johnson, K","Williamson, R",final|,64,65,0.005,0.008
,May 294:03 PM,York,Hagerstown,4-2,"Dula, H","Kelly, R",final|,66,65,0.825,0.0
,May 316:06 PM,Gastonia,S Maryland,3-4,"McCabe, B","Horvath, N",final|,64,64,0.0,
